Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?a  patientDrug  Carboplatin  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Paclitaxel,0.021826729,0.5,0.5,65,130,130,?a
?a  treatmentType  Immunotherapy  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.015446608,0.4,0.4,46,115,115,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Paclitaxel,0.012760242,0.387755102,0.463414634,38,98,82,?a
?a  treatmentType  Concurrent_Chemoradiotherapy  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.0161182,0.979591837,0.979591837,48,49,49,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  patientDrug  Paclitaxel,0.017125588,0.5,0.5,51,102,102,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Paclitaxel,0.019140363,0.504424779,0.504424779,57,113,113,?a
?a  hasAgeCategory  Old  ?a  hasGender  Male   ,?a  patientDrug  Paclitaxel,0.053727334,0.23916293,0.321285141,160,669,498,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.018132975,0.642857143,0.65060241,54,84,83,?a
?a  treatmentType  Immunotherapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.014103425,0.617647059,0.617647059,42,68,68,?a
?a  treatmentType  Neoadjuvant_Chemotherapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.020483546,0.717647059,0.717647059,61,85,85,?a
?a  treatmentType  Concurrent_Chemoradiotherapy  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Paclitaxel,0.011081263,0.868421053,0.868421053,33,38,38,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Paclitaxel,0.010745467,0.492307692,0.492307692,32,65,65,?a
?a  hasStage  IIIA  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.022162525,0.594594595,0.611111111,66,111,108,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Paclitaxel,0.018468771,0.384615385,0.384615385,55,143,143,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.021490934,0.581818182,0.592592593,64,110,108,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.010409671,0.574074074,0.62,31,54,50,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.019476158,0.920634921,0.920634921,58,63,63,?a
?a  hasStage  IIIB  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.012760242,0.542857143,0.542857143,38,70,70,?a
?a  hasStage  IIIB  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.011417058,0.507462687,0.507462687,34,67,67,?a
?a  hasAgeCategory  Old  ?a  hasStage  IIIB   ,?a  patientDrug  Paclitaxel,0.014103425,0.442105263,0.477272727,42,95,88,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.030893217,0.910891089,0.910891089,92,101,101,?a
?a  hasRelapse_Progression  Progression  ?a  hasStage  IIIB   ,?a  patientDrug  Paclitaxel,0.017461383,0.565217391,0.571428571,52,92,91,?a
?a  hasStage  IIIB  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.018468771,0.597826087,0.611111111,55,92,90,?a
?a  treatmentType  Concurrent_Chemoradiotherapy  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.017461383,0.912280702,0.912280702,52,57,57,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.027199463,0.91011236,0.91011236,81,89,89,?a
?a  hasAgeCategory  Young  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.01208865,0.87804878,0.87804878,36,41,41,?a
?a  hasStage  IIIB  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.015782404,0.540229885,0.540229885,47,87,87,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.014439221,0.914893617,0.914893617,43,47,47,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.016789792,0.909090909,0.909090909,50,55,55,?a
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.030893217,0.505494505,0.505494505,92,182,182,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.041638684,0.441281139,0.480620155,124,281,258,?a
?a  hasStage  IIIA  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.017461383,0.881355932,0.881355932,52,59,59,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.027199463,0.6,0.6,81,135,135,?a
?a  patientDrug  Pemetrexed  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.012760242,0.542857143,0.542857143,38,70,70,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.043317663,0.507874016,0.507874016,129,254,254,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.02014775,0.594059406,0.618556701,60,101,97,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.024513096,0.584,0.603305785,73,125,121,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.013767629,0.602941176,0.621212121,41,68,66,?a
?a  hasStage  IIIA  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.022834117,0.465753425,0.496350365,68,146,137,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.027199463,0.361607143,0.361607143,81,224,224,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Paclitaxel,0.013096038,0.481481481,0.481481481,39,81,81,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.033579584,0.591715976,0.591715976,100,169,169,?a
?a  hasAgeCategory  Young  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.018132975,0.348387097,0.348387097,54,155,155,?a
?a  hasAgeCategory  Old  ?a  hasStage  IIIA   ,?a  patientDrug  Paclitaxel,0.0241773,0.395604396,0.473684211,72,182,152,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.047011417,0.49122807,0.52238806,140,285,268,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.019140363,0.410071942,0.410071942,57,139,139,?a
?a  hasStage  IIIA  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.022498321,0.553719008,0.553719008,67,121,121,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.0241773,0.486486486,0.486486486,72,148,148,?a
?a  hasBiomarker  ALK_Negative  ?a  hasStage  IIIA   ,?a  patientDrug  Paclitaxel,0.011752854,0.448717949,0.507246377,35,78,69,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IIIA   ,?a  patientDrug  Paclitaxel,0.013096038,0.438202247,0.5,39,89,78,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.05003358,0.362530414,0.362530414,149,411,411,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.022162525,0.347368421,0.347368421,66,190,190,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Paclitaxel,0.016453996,0.569767442,0.569767442,49,86,86,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Paclitaxel,0.011752854,0.336538462,0.336538462,35,104,104,?a
?a  hasRelapse_Progression  Progression  ?a  hasStage  IIIA   ,?a  patientDrug  Paclitaxel,0.019476158,0.420289855,0.46031746,58,138,126,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.023505709,0.368421053,0.368421053,70,190,190,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Paclitaxel,0.015782404,0.734375,0.734375,47,64,64,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Paclitaxel,0.013767629,0.366071429,0.366071429,41,112,112,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Paclitaxel,0.016789792,0.347222222,0.347222222,50,144,144,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.022834117,0.393063584,0.393063584,68,173,173,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.028878442,0.477777778,0.477777778,86,180,180,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Paclitaxel,0.019140363,0.349693252,0.349693252,57,163,163,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Paclitaxel,0.02820685,0.411764706,0.411764706,84,204,204,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.012760242,0.38,0.38,38,100,100,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.056749496,0.407228916,0.407228916,169,415,415,?a
?a  hasAgeCategory  Old  ?a  hasBiomarker  ALK_Negative   ,?a  patientDrug  Paclitaxel,0.0241773,0.28125,0.333333333,72,256,216,?a
?a  hasAgeCategory  Old  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Paclitaxel,0.0483546,0.307692308,0.346153846,144,468,416,?a
?a  hasAgeCategory  Old  ?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Paclitaxel,0.028542646,0.297202797,0.352697095,85,286,241,?a
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Paclitaxel,0.032572196,0.291291291,0.34519573,97,333,281,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.0322364,0.470588235,0.470588235,96,204,204,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.014439221,0.401869159,0.401869159,43,107,107,?a
?a  hasBiomarker  ALK_Negative  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Paclitaxel,0.028542646,0.354166667,0.384615385,85,240,221,?a
?a  hasAgeCategory  Old  ?a  hasBiomarker  ROS1_Negative   ,?a  patientDrug  Paclitaxel,0.015446608,0.262857143,0.315068493,46,175,146,?a
?a  hasGender  Female  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Carboplatin,0.021155138,0.715909091,0.715909091,63,88,88,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.017797179,0.424,0.424,53,125,125,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Paclitaxel,0.034251175,0.357894737,0.38490566,102,285,265,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.027535259,0.445652174,0.445652174,82,184,184,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.017125588,0.404761905,0.404761905,51,126,126,?a
?a  hasGender  Female  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Carboplatin,0.029550034,0.624113475,0.733333333,88,141,120,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.011417058,0.404761905,0.404761905,34,84,84,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.034586971,0.481308411,0.481308411,103,214,214,?a
?a  hasGender  Female  ?a  patientDrug  Vp-16   ,?a  patientDrug  Carboplatin,0.021490934,0.984615385,0.984615385,64,65,65,?a
?a  hasGender  Female  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Carboplatin,0.038280725,0.814285714,0.814285714,114,140,140,?a
?a  hasGender  Female  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Carboplatin,0.010745467,0.727272727,0.727272727,32,44,44,?a
?a  hasAgeCategory  Old  ?a  hasStage  IIIB   ,?a  patientDrug  Carboplatin,0.020483546,0.642105263,0.693181818,61,95,88,?a
?a  hasStage  IIIB  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Carboplatin,0.010073875,0.833333333,0.833333333,30,36,36,?a
?a  hasStage  IV  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Carboplatin,0.015446608,0.92,0.92,46,50,50,?a
?a  hasStage  IV  ?a  patientDrug  Vincristine   ,?a  patientDrug  Carboplatin,0.010409671,1,1,31,31,31,?a
?a  hasSmokingHabit  FormerSmoker  ?a  hasStage  IVA   ,?a  patientDrug  Carboplatin,0.010073875,0.681818182,0.810810811,30,44,37,?a
?a  hasGender  Male  ?a  hasStage  IVA   ,?a  patientDrug  Carboplatin,0.012424446,0.627118644,0.74,37,59,50,?a
?a  hasAgeCategory  Old  ?a  hasStage  IVA   ,?a  patientDrug  Carboplatin,0.01208865,0.5625,0.692307692,36,64,52,?a
?a  hasStage  IV  ?a  patientDrug  Vp-16   ,?a  patientDrug  Carboplatin,0.030221625,0.989010989,0.989010989,90,91,91,?a
?a  hasStage  IVA  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Carboplatin,0.014103425,0.84,0.84,42,50,50,?a
?a  hasRelapse_Progression  Progression  ?a  hasStage  IVA   ,?a  patientDrug  Carboplatin,0.012424446,0.596774194,0.74,37,62,50,?a
?a  hasAgeCategory  Old  ?a  hasStage  IV   ,?a  patientDrug  Carboplatin,0.042310275,0.633165829,0.73255814,126,199,172,?a
?a  hasStage  IV  ?a  patientDrug  Cyclophosphamide   ,?a  patientDrug  Carboplatin,0.010409671,0.96875,0.96875,31,32,32,?a
?a  hasGender  Male  ?a  hasStage  IV   ,?a  patientDrug  Carboplatin,0.043317663,0.654822335,0.720670391,129,197,179,?a
?a  hasStage  IV  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Carboplatin,0.010073875,1,1,30,30,30,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IV   ,?a  patientDrug  Carboplatin,0.026863667,0.720720721,0.784313725,80,111,102,?a
?a  hasStage  IV  ?a  treatmentType  Chemotherapy   ,?a  patientDrug  Carboplatin,0.013431833,0.909090909,0.909090909,40,44,44,?a
?a  hasStage  IV  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Carboplatin,0.012424446,0.755102041,0.770833333,37,49,48,?a
?a  hasRelapse_Progression  Progression  ?a  hasStage  IV   ,?a  patientDrug  Carboplatin,0.046675621,0.67804878,0.702020202,139,205,198,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVB   ,?a  patientDrug  Carboplatin,0.010745467,0.653061224,0.711111111,32,49,45,?a
?a  hasStage  IVB  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Carboplatin,0.01208865,0.87804878,0.87804878,36,41,41,?a
?a  hasStage  IVB  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Carboplatin,0.021826729,0.878378378,0.878378378,65,74,74,?a
?a  hasRelapse_Progression  Progression  ?a  hasStage  IVB   ,?a  patientDrug  Carboplatin,0.018804567,0.674698795,0.727272727,56,83,77,?a
?a  hasGender  Male  ?a  patientDrug  Cyclophosphamide   ,?a  patientDrug  Carboplatin,0.015110813,0.97826087,0.97826087,45,46,46,?a
?a  hasSmokingHabit  FormerSmoker  ?a  hasStage  IVB   ,?a  patientDrug  Carboplatin,0.011417058,0.666666667,0.739130435,34,51,46,?a
?a  hasGender  Male  ?a  hasStage  IVB   ,?a  patientDrug  Carboplatin,0.015782404,0.635135135,0.712121212,47,74,66,?a
?a  hasAgeCategory  Old  ?a  hasStage  IVB   ,?a  patientDrug  Carboplatin,0.0161182,0.631578947,0.71641791,48,76,67,?a
?a  hasGender  Male  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Carboplatin,0.015782404,0.979166667,0.979166667,47,48,48,?a
?a  hasGender  Male  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Carboplatin,0.035930154,0.713333333,0.769784173,107,150,139,?a
?a  hasGender  Male  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Carboplatin,0.055406313,0.820895522,0.820895522,165,201,201,?a
?a  hasGender  Male  ?a  patientDrug  Vincristine   ,?a  patientDrug  Carboplatin,0.015446608,1,1,46,46,46,?a
?a  hasAgeCategory  Old  ?a  hasGender  Male   ,?a  patientDrug  Carboplatin,0.11853593,0.527653214,0.708835341,353,669,498,?a
?a  hasGender  Male  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Carboplatin,0.05809268,0.647940075,0.697580645,173,267,248,?a
?a  hasBiomarker  PDL1_Negative  ?a  hasGender  Male   ,?a  patientDrug  Carboplatin,0.017461383,0.722222222,0.8,52,72,65,?a
?a  hasGender  Male  ?a  hasRelapse_Progression  No_Progression   ,?a  patientDrug  Carboplatin,0.023169913,0.396551724,0.71875,69,174,96,?a
?a  hasGender  Male  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Carboplatin,0.084284755,0.530655391,0.697222222,251,473,360,?a
?a  hasGender  Male  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Carboplatin,0.030221625,0.371900826,0.697674419,90,242,129,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Cyclophosphamide   ,?a  patientDrug  Carboplatin,0.01208865,1,1,36,36,36,?a
?a  hasGender  Male  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Carboplatin,0.096709201,0.618025751,0.684085511,288,466,421,?a
?a  patientDrug  Cyclophosphamide  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Carboplatin,0.012760242,0.974358974,0.974358974,38,39,39,?a
?a  patientDrug  Cyclophosphamide  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Carboplatin,0.018468771,0.982142857,0.982142857,55,56,56,?a
?a  patientDrug  Cyclophosphamide  ?a  patientDrug  Vp-16   ,?a  patientDrug  Carboplatin,0.019140363,0.982758621,0.982758621,57,58,58,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Cyclophosphamide   ,?a  patientDrug  Carboplatin,0.010409671,0.96875,0.96875,31,32,32,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Carboplatin,0.014103425,0.636363636,0.636363636,42,66,66,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Carboplatin,0.014103425,0.583333333,0.583333333,42,72,72,?a
?a  hasStage  IIIA  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Carboplatin,0.015446608,0.522727273,0.676470588,46,88,68,?a
?a  hasStage  IIIA  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  patientDrug  Carboplatin,0.013767629,0.621212121,0.640625,41,66,64,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Carboplatin,0.011081263,0.75,0.75,33,44,44,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Carboplatin,0.019476158,0.716049383,0.716049383,58,81,81,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Carboplatin,0.013767629,0.773584906,0.773584906,41,53,53,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Vincristine   ,?a  patientDrug  Carboplatin,0.012424446,1,1,37,37,37,?a
?a  patientDrug  Nivolumab  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Carboplatin,0.016453996,0.859649123,0.859649123,49,57,57,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Carboplatin,0.023841504,0.696078431,0.696078431,71,102,102,?a
?a  patientDrug  Doxorubicin  ?a  patientDrug  Vp-16   ,?a  patientDrug  Carboplatin,0.018804567,0.98245614,0.98245614,56,57,57,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Carboplatin,0.012760242,0.974358974,0.974358974,38,39,39,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Carboplatin,0.010409671,0.704545455,0.704545455,31,44,44,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Carboplatin,0.015110813,0.692307692,0.692307692,45,65,65,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Carboplatin,0.010073875,0.857142857,0.857142857,30,35,35,?a
?a  patientDrug  Vp-16  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Carboplatin,0.0402955,0.983606557,0.983606557,120,122,122,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Vp-16   ,?a  patientDrug  Carboplatin,0.020483546,0.983870968,0.983870968,61,62,62,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Vp-16   ,?a  patientDrug  Carboplatin,0.029214238,0.97752809,0.97752809,87,89,89,?a
?a  patientDrug  Vp-16  ?a  treatmentType  Chemotherapy   ,?a  patientDrug  Carboplatin,0.018804567,0.98245614,0.98245614,56,57,57,?a
?a  patientDrug  Vp-16  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Carboplatin,0.037609134,0.98245614,0.98245614,112,114,114,?a
?a  hasRelapse_Progression  No_Progression  ?a  patientDrug  Vp-16   ,?a  patientDrug  Carboplatin,0.011081263,1,1,33,33,33,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Carboplatin,0.029214238,0.69047619,0.69047619,87,126,126,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Carboplatin,0.037609134,0.717948718,0.717948718,112,156,156,?a
